,code,tropics,cover_cat,year,area,country,pixels,pixels_sub_25,cover_2000,loss
54,ABW,True,26-50,2015,0.25027993302386614,Aruba,333.0,0.0,0.07726296063944435,0.0
74,ABW,True,51-75,2015,0.04584389267292751,Aruba,61.0,0.0,0.02817536139018061,0.0
94,ABW,True,76-100,2015,0.11800135230930994,Aruba,157.0,0.0,0.09821194697800043,0.0
15,ABW,True,0,2016,170.49593624891048,Aruba,226867.0,0.0,0.0,0.0
35,ABW,True,1-25,2016,7.48060276118661,Aruba,9953.0,9953.0,0.46335469200998913,0.0
55,ABW,True,26-50,2016,0.25027993302386614,Aruba,333.0,0.0,0.07726296063944435,0.0
75,ABW,True,51-75,2016,0.04584389267292751,Aruba,61.0,0.0,0.02817536139018061,0.0
95,ABW,True,76-100,2016,0.11800135230930994,Aruba,157.0,0.0,0.09821194697800043,0.0
16,ABW,True,0,2017,170.49593624891048,Aruba,226867.0,0.0,0.0,0.0
36,ABW,True,1-25,2017,7.48060276118661,Aruba,9953.0,9953.0,0.46335469200998913,0.0
56,ABW,True,26-50,2017,0.25027993302386614,Aruba,333.0,0.0,0.07726296063944435,0.0
76,ABW,True,51-75,2017,0.04584389267292751,Aruba,61.0,0.0,0.02817536139018061,0.0
96,ABW,True,76-100,2017,0.11800135230930994,Aruba,157.0,0.0,0.09821194697800043,0.0
17,ABW,True,0,2018,170.49593624891048,Aruba,226867.0,0.0,0.0,0.0
37,ABW,True,1-25,2018,7.48060276118661,Aruba,9953.0,9953.0,0.46335469200998913,7.515768610514323e-06
57,ABW,True,26-50,2018,0.25027993302386614,Aruba,333.0,0.0,0.07726296063944435,0.0
77,ABW,True,51-75,2018,0.04584389267292751,Aruba,61.0,0.0,0.02817536139018061,0.0009845675427659507
97,ABW,True,76-100,2018,0.11800135230930994,Aruba,157.0,0.0,0.09821194697800043,0.0014129645412437064
18,ABW,True,0,2019,170.49593624891048,Aruba,226867.0,0.0,0.0,0.0
38,ABW,True,1-25,2019,7.48060276118661,Aruba,9953.0,9953.0,0.46335469200998913,0.0
58,ABW,True,26-50,2019,0.25027993302386614,Aruba,333.0,0.0,0.07726296063944435,0.0
78,ABW,True,51-75,2019,0.04584389267292751,Aruba,61.0,0.0,0.02817536139018061,0.0
98,ABW,True,76-100,2019,0.11800135230930994,Aruba,157.0,0.0,0.09821194697800043,0.0
19,ABW,True,0,2020,170.49593624891048,Aruba,226867.0,0.0,0.0,0.0
39,ABW,True,1-25,2020,7.48060276118661,Aruba,9953.0,9953.0,0.46335469200998913,0.0
59,ABW,True,26-50,2020,0.25027993302386614,Aruba,333.0,0.0,0.07726296063944435,0.0
79,ABW,True,51-75,2020,0.04584389267292751,Aruba,61.0,0.0,0.02817536139018061,0.0
99,ABW,True,76-100,2020,0.11800135230930994,Aruba,157.0,0.0,0.09821194697800043,0.0
100,AFG,False,0,2001,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
120,AFG,False,1-25,2001,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.00509715413102105
140,AFG,False,26-50,2001,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.04415444623833852
160,AFG,False,51-75,2001,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.2075327741516327
180,AFG,False,76-100,2001,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.40026732220708644
101,AFG,False,0,2002,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
121,AFG,False,1-25,2002,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.01710444038216667
141,AFG,False,26-50,2002,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.1933023185330815
161,AFG,False,51-75,2002,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.4853949390595187
181,AFG,False,76-100,2002,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.522782370634908
102,AFG,False,0,2003,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
122,AFG,False,1-25,2003,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.012421174369506072
142,AFG,False,26-50,2003,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.19874635571118085
162,AFG,False,51-75,2003,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.6895152602824054
182,AFG,False,76-100,2003,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.8175652910477944
103,AFG,False,0,2004,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
123,AFG,False,1-25,2004,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.008655683790244357
143,AFG,False,26-50,2004,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.1927636314708222
163,AFG,False,51-75,2004,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.6583407830971754
183,AFG,False,76-100,2004,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.5144557045576666
104,AFG,False,0,2005,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
124,AFG,False,1-25,2005,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.014620756270409064
144,AFG,False,26-50,2005,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.29792440350104876
164,AFG,False,51-75,2005,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.6972353754178081
184,AFG,False,76-100,2005,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.545354911628578
105,AFG,False,0,2006,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
125,AFG,False,1-25,2006,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.010587464263285697
145,AFG,False,26-50,2006,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.18255950775159746
165,AFG,False,51-75,2006,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.4540892793002485
185,AFG,False,76-100,2006,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.3761847188764186
106,AFG,False,0,2007,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
126,AFG,False,1-25,2007,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.007953587366124242
146,AFG,False,26-50,2007,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.23552725177335299
166,AFG,False,51-75,2007,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.7843320584703357
186,AFG,False,76-100,2007,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.699350372309591
107,AFG,False,0,2008,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
127,AFG,False,1-25,2008,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.00682954738995573
147,AFG,False,26-50,2008,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.1073373658934636
167,AFG,False,51-75,2008,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.3702740680542994
187,AFG,False,76-100,2008,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.23966071238141778
108,AFG,False,0,2009,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
128,AFG,False,1-25,2009,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.006140877492793728
148,AFG,False,26-50,2009,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.09768451721245867
168,AFG,False,51-75,2009,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.18085866717863883
188,AFG,False,76-100,2009,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.1822233731995494
109,AFG,False,0,2010,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
129,AFG,False,1-25,2010,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.010753521773692275
149,AFG,False,26-50,2010,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.12108864541057027
169,AFG,False,51-75,2010,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.24033367353624369
189,AFG,False,76-100,2010,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.20717160301858226
110,AFG,False,0,2011,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
130,AFG,False,1-25,2011,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.003969633545355903
150,AFG,False,26-50,2011,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.08675505923142769
170,AFG,False,51-75,2011,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.3534786060441892
190,AFG,False,76-100,2011,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.35791075307384224
111,AFG,False,0,2012,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
131,AFG,False,1-25,2012,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.0029561046766276044
151,AFG,False,26-50,2012,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.04022548204876714
171,AFG,False,51-75,2012,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.10418078482465346
191,AFG,False,76-100,2012,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.12070074065019906
112,AFG,False,0,2013,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
132,AFG,False,1-25,2013,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.0016452608360649956
152,AFG,False,26-50,2013,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.0022445251089639757
172,AFG,False,51-75,2013,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.004937485732526475
192,AFG,False,76-100,2013,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.0011439578626777345
113,AFG,False,0,2014,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
133,AFG,False,1-25,2014,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.0010838758854431422
153,AFG,False,26-50,2014,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.004389409923239366
173,AFG,False,51-75,2014,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.009529883489111329
193,AFG,False,76-100,2014,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.0028923276410121527
114,AFG,False,0,2015,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
134,AFG,False,1-25,2015,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.0
154,AFG,False,26-50,2015,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.0
174,AFG,False,51-75,2015,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.0
194,AFG,False,76-100,2015,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.0
115,AFG,False,0,2016,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
135,AFG,False,1-25,2016,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.0
155,AFG,False,26-50,2016,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.0
175,AFG,False,51-75,2016,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.0
195,AFG,False,76-100,2016,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.0
116,AFG,False,0,2017,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
136,AFG,False,1-25,2017,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.0
156,AFG,False,26-50,2017,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.0
176,AFG,False,51-75,2017,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.0
196,AFG,False,76-100,2017,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.0
117,AFG,False,0,2018,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
137,AFG,False,1-25,2018,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.002190781216148872
157,AFG,False,26-50,2018,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.03260802199785397
177,AFG,False,51-75,2018,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.05985951701288245
197,AFG,False,76-100,2018,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.08254111184485191
118,AFG,False,0,2019,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
138,AFG,False,1-25,2019,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.001376769744195204
158,AFG,False,26-50,2019,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.012329778559547202
178,AFG,False,51-75,2019,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.045363666317111424
198,AFG,False,76-100,2019,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.06852835883042742
119,AFG,False,0,2020,639167.4002768319,Afghanistan,996579197.0,0.0,0.0,0.0
139,AFG,False,1-25,2020,1994.8267329619773,Afghanistan,3153069.0,3153069.0,299.56524188918854,0.002564118705256619
159,AFG,False,26-50,2020,1064.2559391883456,Afghanistan,1678580.0,0.0,394.69953093661394,0.019492635586278534
179,AFG,False,51-75,2020,729.3702896385818,Afghanistan,1152502.0,0.0,456.00384573942233,0.0828104080989225
199,AFG,False,76-100,2020,754.8050608928158,Afghanistan,1194180.0,0.0,662.3530172739792,0.16950566485587273
200,AGO,True,0,2001,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
220,AGO,True,1-25,2001,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,21.36286031594031
240,AGO,True,26-50,2001,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,124.45998599315342
260,AGO,True,51-75,2001,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,251.7819990687371
280,AGO,True,76-100,2001,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,308.4484586283387
201,AGO,True,0,2002,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
221,AGO,True,1-25,2002,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,13.766472532215928
241,AGO,True,26-50,2002,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,89.36320377252603
261,AGO,True,51-75,2002,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,173.99557639703661
281,AGO,True,76-100,2002,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,116.99289551566041
202,AGO,True,0,2003,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
222,AGO,True,1-25,2003,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,20.20399449584646
242,AGO,True,26-50,2003,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,84.9306163449886
262,AGO,True,51-75,2003,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,143.69244699868923
282,AGO,True,76-100,2003,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,95.54138951211581
203,AGO,True,0,2004,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
223,AGO,True,1-25,2004,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,32.53914379873027
243,AGO,True,26-50,2004,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,141.46045267476512
263,AGO,True,51-75,2004,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,204.6547614388414
283,AGO,True,76-100,2004,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,65.28751152237619
204,AGO,True,0,2005,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
224,AGO,True,1-25,2005,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,49.97292487726001
244,AGO,True,26-50,2005,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,203.66553893245947
264,AGO,True,51-75,2005,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,249.32313214512283
284,AGO,True,76-100,2005,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,78.58471463401983
205,AGO,True,0,2006,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
225,AGO,True,1-25,2006,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,38.061624728137005
245,AGO,True,26-50,2006,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,146.56375134512436
265,AGO,True,51-75,2006,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,246.26193210336766
285,AGO,True,76-100,2006,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,43.84026881641384
206,AGO,True,0,2007,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
226,AGO,True,1-25,2007,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,92.15229929300642
246,AGO,True,26-50,2007,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,292.0868995500592
266,AGO,True,51-75,2007,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,355.038042233603
286,AGO,True,76-100,2007,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,242.9859109696357
207,AGO,True,0,2008,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
227,AGO,True,1-25,2008,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,68.77471571697546
247,AGO,True,26-50,2008,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,243.04297111912902
267,AGO,True,51-75,2008,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,263.7164788474509
287,AGO,True,76-100,2008,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,87.85376674690843
208,AGO,True,0,2009,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
228,AGO,True,1-25,2009,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,137.57230056417174
248,AGO,True,26-50,2009,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,381.2586600809272
268,AGO,True,51-75,2009,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,431.12865328973584
288,AGO,True,76-100,2009,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,155.3489133339895
209,AGO,True,0,2010,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
229,AGO,True,1-25,2010,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,47.25740921820397
249,AGO,True,26-50,2010,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,238.57694814135579
269,AGO,True,51-75,2010,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,536.0558931382736
289,AGO,True,76-100,2010,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,165.92151787755097
210,AGO,True,0,2011,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
230,AGO,True,1-25,2011,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,135.05734433364077
250,AGO,True,26-50,2011,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,419.57926816162734
270,AGO,True,51-75,2011,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,496.9220873845512
290,AGO,True,76-100,2011,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,116.43050206016088
211,AGO,True,0,2012,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
231,AGO,True,1-25,2012,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,92.577481122851
251,AGO,True,26-50,2012,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,343.3287250651657
271,AGO,True,51-75,2012,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,532.9406056374281
291,AGO,True,76-100,2012,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,176.14920832975
212,AGO,True,0,2013,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
232,AGO,True,1-25,2013,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,119.09069185375652
252,AGO,True,26-50,2013,314143.13307167473,Angola,415908260.0,0.0,122281.24679990341,366.88360706820066
272,AGO,True,51-75,2013,281335.2905835342,Angola,371916753.0,0.0,159568.1970701058,435.0053237141354
292,AGO,True,76-100,2013,37829.19809729506,Angola,49613576.0,0.0,33450.34371101353,215.27445844862982
213,AGO,True,0,2014,91031.4354431727,Angola,122482777.0,0.0,0.0,0.0
233,AGO,True,1-25,2014,521170.1087957163,Angola,698645327.0,698645327.0,61901.71251399286,100.5718667966677
